O*NET-SOC CODE	TITLE	DESCRIPTION
43-4111.00	Entrevistadores, excepto para la selección de beneficiarios y préstamos	Entrevistan personas por teléfono, correo, en persona o por otros medios a fin de llenar planillas, solicitudes o cuestionarios. Hacen preguntas particulares, anotan respuestas y ayudan a las personas a llenar la planilla. Pueden separar, clasificar y archivar planillas.
43-4121.00	Empleados de biblioteca, administrativos	Compilan, registran, clasifican y ponen los libros en los anaqueles y reciben materiales de biblioteca como fotos, tarjetas, transparencias y microfilmes. Localizan materiales de biblioteca para préstamo y vuelven a colocar materiales en los anaqueles, pilas o archivos por título y número de identificación. Inscriben a los usuarios para permitirles tomar en préstamo libros, publicaciones periódicas y demás materiales.
43-4131.00	Entrevistadores y empleados de préstamos	Entrevistan a solicitantes de préstamos para obtener información; investigan antecedentes de solicitantes y verifican referencias; preparan documentos de solicitud de préstamo; y envían resultados, informes y documentos al departamento de evaluación. Examinan documentos de préstamo para garantizar que estén completos y concluyen transacciones entre el establecimiento de préstamo, prestatarios y vendedores una vez aprobado el préstamo.
43-4141.00	Empleados de cuentas nuevas	Entrevistan personas que desean abrir cuentas bancarias. Explican los servicios bancarios disponibles a posibles clientes y los ayudan a llenar planillas de solicitud.
43-4151.00	Empleados de pedidos	Reciben y procesan pedidos de materiales, mercancías, anuncios clasificados o servicios como reparaciones, instalaciones o alquiler de locales. Sus funciones incluyen informar a clientes del recibo, precios, fechas de embarque y demoras; preparar contratos; y atender quejas.
43-4161.00	Empleados de recursos humanos, excepto nóminas y puntualidad	Compilan y llevan los expedientes de personal. Asientan información de cada empleado, como dirección, sueldo semanal, ausencias, cantidad de ventas o producción, informes del supervisor sobre capacidad, fecha y razones de terminación del empleo. Compilan y mecanografían informes a partir de expedientes de empleo. Archivan expedientes de empleo. Buscan expedientes de empleados y suministran información a personas autorizadas.
43-4171.00	Recepcionistas y empleados de información	Responden preguntas y obtienen información para el público en general, clientes, visitantes y demás interesados. Ofrecen información relacionada con actividades que se realizan en el establecimiento; ubicación de departamentos, oficinas y empleados existentes dentro de la organización.
43-4181.00	Agentes de reservaciones y boletos de transporte y empleados de agencias de viaje	Hacen y confirman reservaciones y venden boletos a pasajeros y a grandes cadenas de hoteles y moteles. Pueden enviar equipaje y pasajeros a determinadas zonas de aeropuerto, muelles o andenes; hacer reservaciones, entregar boletos, gestionar visas, ponerse en contacto con personas y grupos para informarles de giras colectivas o dar a turistas información acerca del viaje, como lugares de interés, restoranes, tarifas y servicio de urgencias.
43-4181.01	Empleados de agencias de viajes	Proporcionan a los turistas información sobre viajes, tal como lugares de interés, restaurantes, tarifas y  servicios de emergencia. Entre sus responsabilidades se encuentran aclarar dudas, hacer sugerencias y proporcionar folletos acerca de viajes, excursiones, eventos deportivos, conciertos y obras de teatro. Pueden hacer reservaciones, entregar los boletos de avión, solicitar visas o ponerse en contacto con personas y grupos para informarles acerca de los paquetes de viajes.
43-4181.02	Agentes de reservaciones y venta de boletos para transportación	Realizan y confirman las reservaciones para los pasajeros y venden boletos de empresas de transporte tales como aerolíneas, compañías de autobuses, líneas de ferrocarriles y barcos de vapor. Pueden documentar el equipaje y llevar a los pasajeros hasta la sala de espera, muelle o andén.
43-4199.99	Otros empleados de información y registros, varios	Todos los empleados de información y registros no clasificados bajo otros epígrafes.
43-5011.00	Agentes de carga y flete	Agilizan y dirigen el itinerario de embarques de carga y flete que llegan y salen de terminales de aeronaves, trenes, transporte terrestre y espigones. Reciben pedidos de clientes y organizan la recogida de flete y carga para su entrega a las plataformas de carga. Preparan y examinan conocimientos de embarque para determinar gastos y aranceles de embarque.
43-5021.00	Correos y mensajeros	Recogen y llevan mensajes, documentos, paquetes y demás artículos entre oficinas o departamentos dentro de un establecimiento o a otras empresas comerciales, yendo a pie, en bicicleta, motocicleta, automóvil o transporte público.
43-5031.00	Despachadores de policía, bomberos y ambulancias	Reciben quejas del público referidas a delitos y emergencias policiales. Trasmiten órdenes a las unidades de patrulla policial cercana para que investiguen. Manejan equipos de radio, teléfono o computación para recibir informes de bomberos y emergencias médicas y transmitir información u órdenes a los funcionarios adecuados.
43-5032.00	Despachadores, excepto policía, bomberos y ambulancia	Programan y envían trabajadores, cuadrillas de trabajo, equipo o vehículos de servicio para transportar materiales, carga o pasajeros o para instalaciones normales, servicio  o reparaciones de emergencia fuera de la empresa. Sus funciones pueden incluir el uso de radio, teléfono o computadora para trasmitir tareas o recoger estadísticas e informes sobre el avance del trabajo.
43-5041.00	Lectores de medidores, servicios públicos	Leen medidores y anotan el consumo de electricidad, gas, agua o vapor.
43-5051.00	Empleados del servicio de correos	Realizan una serie de tareas en una oficina postal, como recibir cartas y bultos; vender sellos postales y timbres fiscales, tarjetas postales y sobres sellados; llenar y vender giros postales; colocar la correspondencia en casilleros o en bolsas postales según el estado, dirección u otro plan; y examinar la correspondencia para verificar que lleva franqueo adecuado.
43-5052.00	Carteros	Clasifican la correspondencia para su entrega. Entregan correspondencia a pie o en vehículo siguiendo una ruta establecida.
43-5053.00	Ordenadores, procesadores y operadores de máquinas para el procesamiento de la correspondencia del servicio de correos	Preparan la correspondencia que entra y sale para su distribución. Examinan, clasifican y encaminan la correspondencia según el estado, el tipo de correspondencia u otro plan. Cargan, manejan y ocasionalmente ajustan y reparan la maquinaria para procesar, clasificar y cancelar. Llevan registros de embarques, valijas y sacos; y otras funciones relacionadas con la manipulación de correspondencia en el servicio postal. Deben aprobar un examen competitivo.
43-5061.00	Empleados de producción, planeamiento y facilitación	Coordinan y aceleran el flujo del trabajo y de materiales entre departamentos de un establecimiento o dentro de ellos de acuerdo con el cronograma de producción. Sus funciones incluyen examinar y distribuir cronogramas de producción, trabajo y embarque; consultar con los supervisores de los departamentos para determinar el avance del trabajo y las fechas de terminación; y elaborar informes sobre el avance del trabajo, niveles de inventario, costos y problemas de producción.
43-5071.00	Empleados de embarque, recepción y tránsito	Verifican y llevan registros de embarques que entran y salen. Preparan artículos para embarcarlos. Sus funciones incluyen agrupar, poner direcciones, poner sellos y embarcar mercancía o materiales; recibir, desempacar, verificar y asentar mercancías o materiales que llegan; y disponer el traslado de productos.
43-5081.00	Empleados encargados de las existencias y llenadores de pedidos	Reciben, almacenan y envían mercancía, materiales, equipos y otros artículos de venta al salón de ventas desde depósitos, almacenes o patios de almacenamiento para llenar estantes, percheros, mesas o pedidos de clientes. Pueden marcar precios de mercancía y preparar exhibiciones de venta.
43-5081.01	Encargados de la mercancía en el piso de ventas	Reciben, almacenan y acomodan la mercancía en el piso de ventas. Llenan las repisas, los anaqueles, las cajas, cajones y mesas con mercancía y la acomodan en las vitrinas para atraer a los clientes. De manera periódica, pueden llevar un control físico de la mercancía en existencia, o bien, verificar y etiquetar la mercancía.
